,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
11,dc.B-sp.C-astar-perlbench-sjeng-tonto-wrf-bt.C,16.683126,0.0297134771947,1000313670.0,7264231.6729,1.26882426238,0.00600273010239,6.31097385767,0.0303154566541
12,soplex-lu.C-calculix-tonto-wrf-zeusmp-ep.B-ep.C,14.6949833333,0.0251404322424,1316947750.0,13287582.1929,1.30267339687,0.00460948502047,6.17170553898,0.0217932514332
13,lu.C-sp.C-gobmk-h264ref-hmmer-leslie3d-povray-tonto,16.30357,0.0450909000428,487693466.667,27157113.3401,1.30459083508,0.00717132829931,6.13888579985,0.03360548171
14,sphinx3-omnetpp-calculix-gobmk-gromacs-h264ref-leslie3d-ep.B,14.130561,0.0442396214081,1954012153.33,24184267.8467,1.30998254605,0.00768126519687,6.14349223663,0.0363111725371
15,xalancbmk-mcf-bzip2-calculix-gobmk-milc-ft.C-mg.C,13.2328003333,0.0407659710543,3424721166.67,31177947.7442,1.43123498609,0.0110413272895,5.71219061379,0.0365469931654
16,libquantum-dc.B-lu.C-astar-gamess-hmmer-povray-bt.B,15.773331,0.0316978234426,889101793.333,19596503.412,1.30512689839,0.00596099351523,6.14431785559,0.0284147787253
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.9037623333,0.0948623800091,2486698966.67,86485027.3767,1.45373210504,0.0124995440821,5.56861154817,0.0459979869166
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,12.0187453333,0.0714132024955,8046229836.67,65055993.7138,1.52779998393,0.0143844116557,5.45479456983,0.0529452612377
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,15.1752183333,0.069377320617,1756041900.0,46710908.8012,1.34259415478,0.0098114577416,5.98697710653,0.0389057502473
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,15.3792266667,0.187949714906,574697450.0,34824488.1701,1.46424489885,0.0164703363143,5.52398745666,0.0713679413467
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,15.609879,0.0587687449273,1661593066.67,91334459.2044,1.47378774155,0.00818413736296,5.4984171023,0.0327087990212
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,15.0253383333,0.044171838174,2111908900.0,69354760.4486,1.55253435491,0.0121901465225,5.41021897681,0.0330123108209
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,13.153491,0.0380486779665,7721328966.67,61818015.1967,1.57309888499,0.011672048848,5.21780285437,0.0369387771753
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.6869433333,0.0758074167436,1396650280.0,44384619.1257,1.63422602774,0.0148335886723,4.98573929733,0.0425223222227
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,11.216778,0.208355222796,2751189800.0,104038866.337,1.54285714207,0.0297750804685,5.31545874696,0.112978556878
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,12.0610996667,0.0667617310091,4222258666.67,111293420.852,1.81157531175,0.0275910278176,4.82727040446,0.0367117209601
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,11.3509903333,0.121842258509,2077247100.0,121364378.28,1.76112968511,0.0216606999307,4.70442349309,0.0515758960148
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,11.9514686667,0.0825737144052,3539868916.67,102386029.908,1.65789298756,0.0144116087462,5.00012495582,0.0423906240916
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,11.6516773333,0.283110982927,2115083366.67,238044509.801,1.82961436521,0.0653914639791,4.63855690459,0.111012107312
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,10.143114,0.0778133499793,3964535400.0,144494326.103,1.59724241085,0.0260300927727,5.2587890728,0.045843175069
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.69980066667,0.0704380634766,3485812366.67,72590487.5878,2.32511601045,0.020657505319,3.79054850385,0.0347007880709
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.294814,0.0828185800349,1169571366.67,57399992.384,2.35338745288,0.0324282289697,4.15325422681,0.0339235946723
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,9.60818733333,0.137168323203,4065899400.0,194818560.578,1.88128055934,0.0614656460007,4.63038270113,0.0689625746387
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.4501323333,0.0989265300278,2795332133.33,84953094.3312,1.84299840283,0.0219111744208,4.78033918342,0.0490502370354
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.315817,0.0598185634899,2786157000.0,72462656.1156,2.1180609635,0.031117554521,4.32722664816,0.0366498973115
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,9.71239233333,0.110511954786,3845228666.67,218459941.809,2.23461222974,0.039604648258,4.03083864026,0.0624068144306
37,xalancbmk-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.09944366667,0.072227628848,3177783966.67,160486644.979,2.33640627005,0.0451692887525,3.91294148029,0.0481033371159
38,xalancbmk-sphinx3-soplex-omnetpp-libquantum-lbm-sp.C-astar,8.32620733333,0.110662867078,2944022566.67,199573275.281,2.41595489391,0.0815402135767,3.78163145689,0.0484603929125
39,sphinx3-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.39737633333,0.0366827841137,3147278666.67,83804769.8231,2.11784569967,0.019309589537,4.00412142011,0.0272652299516
40,xalancbmk-mcf-lbm-dc.B-lu.B-lu.C-sp.C-bzip2,8.48365766667,0.0971019882735,3214659166.67,76258542.6177,2.62041516485,0.0270078136415,3.57278604483,0.0522340140695
41,sphinx3-soplex-omnetpp-lbm-dc.B-lu.B-lu.C-sp.C,7.855766,0.0376102936885,3041684966.67,37512580.9119,2.70358010728,0.0194721167076,3.14699882205,0.0222180283338
42,sphinx3-soplex-omnetpp-libquantum-dc.B-lu.B-lu.C-sp.C,9.234622,0.0749752105388,3108234000.0,80937417.1279,2.40099108471,0.0284594881896,3.52925527209,0.0343829899619
43,soplex-mcf-libquantum-lbm-dc.B-lu.B-lu.C-sp.C,7.82266433333,0.0521041009934,3573204000.0,93577722.4575,2.73067955112,0.0370907069691,3.06716962491,0.0290427784667
44,xalancbmk-sphinx3-omnetpp-libquantum-lbm-dc.B-lu.B-lu.C,8.36920366667,0.0369104293888,2488919400.0,34899606.0336,2.85138646241,0.020409388528,3.27276684332,0.0205023155925
45,xalancbmk-sphinx3-mcf-lbm-dc.B-lu.B-lu.C-sp.C,7.75812633333,0.0436159541452,2857142300.0,77657718.2897,3.0205141262,0.0454033551543,3.09302891282,0.0238803568903
